data path:
['data/XJTU data\\RW_battery-1.csv', 'data/XJTU data\\RW_battery-2.csv', 'data/XJTU data\\RW_battery-3.csv', 'data/XJTU data\\RW_battery-5.csv', 'data/XJTU data\\RW_battery-6.csv', 'data/XJTU data\\RW_battery-7.csv']
data path:
['data/XJTU data\\RW_battery-4.csv', 'data/XJTU data\\RW_battery-8.csv']
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:037, data loss:0.001765
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:037, data loss:0.004412
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:038, data loss:0.001799
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:038, data loss:0.004151
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:039, data loss:0.001643
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:039, data loss:0.003192
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:040, data loss:0.001539
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:040, data loss:0.002965
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:041, data loss:0.001516
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:041, data loss:0.003346
