data path:
['data/XJTU data\\R2.5_battery-1.csv', 'data/XJTU data\\R2.5_battery-2.csv', 'data/XJTU data\\R2.5_battery-3.csv', 'data/XJTU data\\R2.5_battery-5.csv', 'data/XJTU data\\R2.5_battery-6.csv', 'data/XJTU data\\R2.5_battery-7.csv']
data path:
['data/XJTU data\\R2.5_battery-4.csv', 'data/XJTU data\\R2.5_battery-8.csv']
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:010, data loss:0.001433
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.003204
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:011, data loss:0.001830
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.002315
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:012, data loss:0.000937
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.002098
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:013, data loss:0.002006
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.001790
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:014, data loss:0.001320
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.001776
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:015, data loss:0.001303
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.001446
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:016, data loss:0.001317
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.001587
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:017, data loss:0.001840
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.001415
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:018, data loss:0.001865
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.001207
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:019, data loss:0.000646
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.001327
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:020, data loss:0.000594
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.001159
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:021, data loss:0.000793
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.001312
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:022, data loss:0.000819
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.001347
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:023, data loss:0.001998
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.001205
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:024, data loss:0.002150
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.001082
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:025, data loss:0.001477
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.000857
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:026, data loss:0.001423
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.000938
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:027, data loss:0.000692
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.001032
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:028, data loss:0.000690
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.000905
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:029, data loss:0.000667
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.000835
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:030, data loss:0.001418
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.000847
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:031, data loss:0.001874
