data path:
['data/XJTU data\\R2.5_battery-1.csv', 'data/XJTU data\\R2.5_battery-2.csv', 'data/XJTU data\\R2.5_battery-3.csv', 'data/XJTU data\\R2.5_battery-5.csv', 'data/XJTU data\\R2.5_battery-6.csv', 'data/XJTU data\\R2.5_battery-7.csv']
data path:
['data/XJTU data\\R2.5_battery-4.csv', 'data/XJTU data\\R2.5_battery-8.csv']
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.002201
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:019, data loss:0.004379
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.002355
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:020, data loss:0.003029
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.002055
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:021, data loss:0.000778
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.002316
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:022, data loss:0.002058
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.002713
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:023, data loss:0.003322
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.001845
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:024, data loss:0.002732
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.001664
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:025, data loss:0.001747
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.001582
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:026, data loss:0.001291
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.001646
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:027, data loss:0.001120
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.001525
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:028, data loss:0.000809
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.001682
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:029, data loss:0.001112
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.001451
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:030, data loss:0.001166
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.001497
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:031, data loss:0.000974
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.001393
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:032, data loss:0.001118
