data path:
['data/XJTU data\\2C_battery-1.csv', 'data/XJTU data\\2C_battery-2.csv', 'data/XJTU data\\2C_battery-3.csv', 'data/XJTU data\\2C_battery-5.csv', 'data/XJTU data\\2C_battery-6.csv', 'data/XJTU data\\2C_battery-7.csv']
data path:
['data/XJTU data\\2C_battery-4.csv', 'data/XJTU data\\2C_battery-8.csv']
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.575496
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:001, data loss:0.264913
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.197387
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:002, data loss:0.054845
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.049958
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:003, data loss:0.048222
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.071754
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:004, data loss:0.038147
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.032042
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:005, data loss:0.001738
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.022876
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:006, data loss:0.010151
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.021591
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:007, data loss:0.018088
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.013404
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:008, data loss:0.002672
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.009521
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:009, data loss:0.003078
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.006753
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:010, data loss:0.005550
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.005004
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:011, data loss:0.000984
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.005241
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:012, data loss:0.001270
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.003205
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:013, data loss:0.003362
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.002572
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:014, data loss:0.000632
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.002285
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:015, data loss:0.003130
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.002006
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:016, data loss:0.001499
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.001639
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:017, data loss:0.001771
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.001639
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:018, data loss:0.001858
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.001440
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:019, data loss:0.001118
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.001550
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:020, data loss:0.002040
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.001242
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:021, data loss:0.001421
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.001238
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:022, data loss:0.002220
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.001135
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:023, data loss:0.000901
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.001048
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:024, data loss:0.002028
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.000927
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:025, data loss:0.000854
