data path:
['data/XJTU data\\RW_battery-1.csv', 'data/XJTU data\\RW_battery-2.csv', 'data/XJTU data\\RW_battery-3.csv', 'data/XJTU data\\RW_battery-5.csv', 'data/XJTU data\\RW_battery-6.csv', 'data/XJTU data\\RW_battery-7.csv']
data path:
['data/XJTU data\\RW_battery-4.csv', 'data/XJTU data\\RW_battery-8.csv']
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.743430
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:001, data loss:0.425075
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.388836
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:002, data loss:0.190033
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.217887
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:003, data loss:0.170795
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.206939
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:004, data loss:0.168225
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.159610
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:005, data loss:0.069750
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.068760
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:006, data loss:0.013242
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.044751
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:007, data loss:0.036672
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.060388
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:008, data loss:0.022043
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.036152
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:009, data loss:0.021708
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.031819
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:010, data loss:0.040839
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.031181
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:011, data loss:0.013467
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.013607
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:012, data loss:0.004559
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.019597
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:013, data loss:0.006807
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.015011
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:014, data loss:0.001175
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.007372
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:015, data loss:0.016937
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.012673
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:016, data loss:0.013120
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.007740
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:017, data loss:0.000658
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.006631
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:018, data loss:0.001364
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.007666
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:019, data loss:0.000557
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.003915
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:020, data loss:0.008505
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.005026
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:021, data loss:0.009623
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.003978
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:022, data loss:0.001570
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.002763
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:023, data loss:0.000270
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.003506
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:024, data loss:0.000876
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.002309
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:025, data loss:0.005322
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.002699
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:026, data loss:0.005138
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.001785
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:027, data loss:0.001116
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.001863
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:028, data loss:0.000375
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.001827
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:029, data loss:0.001597
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.001402
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:030, data loss:0.003548
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.001434
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:031, data loss:0.001970
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.001238
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:032, data loss:0.000582
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.001101
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:033, data loss:0.000898
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.001167
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:034, data loss:0.002586
