data path:
['data/XJTU data\\R2.5_battery-1.csv', 'data/XJTU data\\R2.5_battery-2.csv', 'data/XJTU data\\R2.5_battery-3.csv', 'data/XJTU data\\R2.5_battery-5.csv', 'data/XJTU data\\R2.5_battery-6.csv', 'data/XJTU data\\R2.5_battery-7.csv']
data path:
['data/XJTU data\\R2.5_battery-4.csv', 'data/XJTU data\\R2.5_battery-8.csv']
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:066, data loss:0.000509
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:066, data loss:0.000569
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:067, data loss:0.000414
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:067, data loss:0.000433
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:068, data loss:0.000460
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:068, data loss:0.000711
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:069, data loss:0.000422
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:069, data loss:0.000659
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:070, data loss:0.000433
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:070, data loss:0.000493
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:071, data loss:0.000457
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:071, data loss:0.000778
