data path:
['data/XJTU data\\R3_battery-1.csv', 'data/XJTU data\\R3_battery-2.csv', 'data/XJTU data\\R3_battery-3.csv', 'data/XJTU data\\R3_battery-5.csv', 'data/XJTU data\\R3_battery-6.csv', 'data/XJTU data\\R3_battery-7.csv']
data path:
['data/XJTU data\\R3_battery-4.csv', 'data/XJTU data\\R3_battery-8.csv']
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:011, data loss:0.001190
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.001949
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:012, data loss:0.001218
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.001599
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:013, data loss:0.001176
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.001412
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:014, data loss:0.001195
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.001354
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:015, data loss:0.001690
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.001129
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:016, data loss:0.001262
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.001156
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:017, data loss:0.000828
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.001023
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:018, data loss:0.001396
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.000989
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:019, data loss:0.001058
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.000982
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:020, data loss:0.001088
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.000994
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:021, data loss:0.001147
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.000862
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:022, data loss:0.000841
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.001043
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:023, data loss:0.000746
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.000816
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:024, data loss:0.001059
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.000788
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:025, data loss:0.001100
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.000805
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:026, data loss:0.000931
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.000794
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:027, data loss:0.000767
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.000745
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:028, data loss:0.000622
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.000832
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:029, data loss:0.000373
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.000764
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:030, data loss:0.000427
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.000745
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:031, data loss:0.000445
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.000702
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:032, data loss:0.000705
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.000675
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:033, data loss:0.000930
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.000685
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:034, data loss:0.000690
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.000557
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:035, data loss:0.000730
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:036, data loss:0.000630
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:036, data loss:0.000553
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:037, data loss:0.000641
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:037, data loss:0.000456
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:038, data loss:0.000628
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:038, data loss:0.000613
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:039, data loss:0.000560
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:039, data loss:0.000599
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:040, data loss:0.000565
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:040, data loss:0.000942
