data path:
['data/XJTU data\\RW_battery-1.csv', 'data/XJTU data\\RW_battery-2.csv', 'data/XJTU data\\RW_battery-3.csv', 'data/XJTU data\\RW_battery-5.csv', 'data/XJTU data\\RW_battery-6.csv', 'data/XJTU data\\RW_battery-7.csv']
data path:
['data/XJTU data\\RW_battery-4.csv', 'data/XJTU data\\RW_battery-8.csv']
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.006396
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:025, data loss:0.004667
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.004873
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:026, data loss:0.004550
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.004671
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:027, data loss:0.004503
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.003907
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:028, data loss:0.003768
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.003498
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:029, data loss:0.003170
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.003790
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:030, data loss:0.003106
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.003424
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:031, data loss:0.003381
