data path:
['data/XJTU data\\RW_battery-1.csv', 'data/XJTU data\\RW_battery-2.csv', 'data/XJTU data\\RW_battery-3.csv', 'data/XJTU data\\RW_battery-5.csv', 'data/XJTU data\\RW_battery-6.csv', 'data/XJTU data\\RW_battery-7.csv']
data path:
['data/XJTU data\\RW_battery-4.csv', 'data/XJTU data\\RW_battery-8.csv']
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.533445
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:001, data loss:0.243420
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.216851
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:002, data loss:0.077572
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.117547
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:003, data loss:0.125653
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.148639
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:004, data loss:0.111880
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.099376
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:005, data loss:0.025168
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.043293
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:006, data loss:0.029683
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.058865
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:007, data loss:0.040083
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.055775
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:008, data loss:0.008039
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.026867
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:009, data loss:0.027056
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.035812
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:010, data loss:0.028300
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.023262
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:011, data loss:0.002775
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.012545
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:012, data loss:0.008620
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.024091
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:013, data loss:0.006044
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.015947
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:014, data loss:0.003848
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.008910
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:015, data loss:0.019443
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.014068
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:016, data loss:0.011558
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.006737
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:017, data loss:0.000781
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.007132
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:018, data loss:0.001156
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.007749
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:019, data loss:0.001000
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.003481
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:020, data loss:0.006667
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.005106
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:021, data loss:0.007097
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.004655
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:022, data loss:0.001951
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.003264
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:023, data loss:0.000330
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.003912
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:024, data loss:0.000745
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.002534
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:025, data loss:0.004110
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.002691
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:026, data loss:0.005615
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.002791
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:027, data loss:0.002504
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.002732
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:028, data loss:0.001595
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.002218
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:029, data loss:0.002937
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.001776
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:030, data loss:0.002627
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.001741
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:031, data loss:0.001377
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.001996
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:032, data loss:0.001034
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.001754
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:033, data loss:0.001872
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.001476
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:034, data loss:0.002637
