data path:
['data/XJTU data\\2C_battery-1.csv', 'data/XJTU data\\2C_battery-2.csv', 'data/XJTU data\\2C_battery-3.csv', 'data/XJTU data\\2C_battery-5.csv', 'data/XJTU data\\2C_battery-6.csv', 'data/XJTU data\\2C_battery-7.csv']
data path:
['data/XJTU data\\2C_battery-4.csv', 'data/XJTU data\\2C_battery-8.csv']
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.000787
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:024, data loss:0.000938
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.000642
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:025, data loss:0.000427
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.000698
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:026, data loss:0.000688
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.000682
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:027, data loss:0.000809
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.000694
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:028, data loss:0.000753
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.000667
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:029, data loss:0.000957
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.000584
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:030, data loss:0.000751
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.000658
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:031, data loss:0.000743
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.000599
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:032, data loss:0.000702
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.000556
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:033, data loss:0.000837
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.000584
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:034, data loss:0.000724
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.000554
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:035, data loss:0.000716
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:036, data loss:0.000486
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:036, data loss:0.000725
