data path:
['data/XJTU data\\R2.5_battery-1.csv', 'data/XJTU data\\R2.5_battery-2.csv', 'data/XJTU data\\R2.5_battery-3.csv', 'data/XJTU data\\R2.5_battery-5.csv', 'data/XJTU data\\R2.5_battery-6.csv', 'data/XJTU data\\R2.5_battery-7.csv']
data path:
['data/XJTU data\\R2.5_battery-4.csv', 'data/XJTU data\\R2.5_battery-8.csv']
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.478232
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:001, data loss:0.070503
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.093185
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:002, data loss:0.065912
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.065502
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:003, data loss:0.023656
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.039293
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:004, data loss:0.019182
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.033231
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:005, data loss:0.011661
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.014996
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:006, data loss:0.003312
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.015042
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:007, data loss:0.002767
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.009075
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:008, data loss:0.003500
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.005723
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:009, data loss:0.000662
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.004856
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:010, data loss:0.003526
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.003486
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:011, data loss:0.000652
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.003110
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:012, data loss:0.002373
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.002531
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:013, data loss:0.001322
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.002510
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:014, data loss:0.002169
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.001833
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:015, data loss:0.001293
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.001678
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:016, data loss:0.002564
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.001565
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:017, data loss:0.001368
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.001377
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:018, data loss:0.001698
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.001350
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:019, data loss:0.001624
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.001408
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:020, data loss:0.001899
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.001301
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:021, data loss:0.001914
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.001253
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:022, data loss:0.001585
