data path:
['data/XJTU data\\R3_battery-1.csv', 'data/XJTU data\\R3_battery-2.csv', 'data/XJTU data\\R3_battery-3.csv', 'data/XJTU data\\R3_battery-5.csv', 'data/XJTU data\\R3_battery-6.csv', 'data/XJTU data\\R3_battery-7.csv']
data path:
['data/XJTU data\\R3_battery-4.csv', 'data/XJTU data\\R3_battery-8.csv']
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.000867
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:035, data loss:0.001339
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:036, data loss:0.000787
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:036, data loss:0.001018
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:037, data loss:0.000831
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:037, data loss:0.000949
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:038, data loss:0.000801
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:038, data loss:0.000933
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:039, data loss:0.000686
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:039, data loss:0.000836
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:040, data loss:0.000661
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:040, data loss:0.000732
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:041, data loss:0.000679
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:041, data loss:0.000605
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:042, data loss:0.000784
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:042, data loss:0.000673
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:043, data loss:0.000706
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:043, data loss:0.000817
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:044, data loss:0.000594
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:044, data loss:0.000749
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:045, data loss:0.000567
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:045, data loss:0.000586
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:046, data loss:0.000617
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:046, data loss:0.000752
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:047, data loss:0.000586
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:047, data loss:0.001627
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:048, data loss:0.000553
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:048, data loss:0.001427
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:049, data loss:0.000539
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:049, data loss:0.001265
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:050, data loss:0.000530
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:050, data loss:0.000803
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:051, data loss:0.000530
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:051, data loss:0.000802
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:052, data loss:0.000399
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:052, data loss:0.000488
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:053, data loss:0.000458
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:053, data loss:0.000392
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:054, data loss:0.000467
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:054, data loss:0.000835
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:055, data loss:0.000426
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:055, data loss:0.001020
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:056, data loss:0.000405
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:056, data loss:0.000966
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:057, data loss:0.000384
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:057, data loss:0.000743
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:058, data loss:0.000402
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:058, data loss:0.000814
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:059, data loss:0.000366
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:059, data loss:0.000510
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:060, data loss:0.000392
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:060, data loss:0.000583
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:061, data loss:0.000360
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:061, data loss:0.000591
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:062, data loss:0.000344
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:062, data loss:0.000650
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:063, data loss:0.000377
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:063, data loss:0.000560
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:064, data loss:0.000394
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:064, data loss:0.000282
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:065, data loss:0.000351
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:065, data loss:0.000460
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:066, data loss:0.000302
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:066, data loss:0.000768
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:067, data loss:0.000321
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:067, data loss:0.000785
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:068, data loss:0.000318
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:068, data loss:0.000466
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:069, data loss:0.000345
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:069, data loss:0.000351
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:070, data loss:0.000345
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:070, data loss:0.000941
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:071, data loss:0.000332
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:071, data loss:0.000384
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:072, data loss:0.000274
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:072, data loss:0.000398
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:073, data loss:0.000302
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:073, data loss:0.000499
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:074, data loss:0.000267
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:074, data loss:0.000586
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:075, data loss:0.000325
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:075, data loss:0.000463
