data path:
['data/XJTU data\\RW_battery-1.csv', 'data/XJTU data\\RW_battery-2.csv', 'data/XJTU data\\RW_battery-3.csv', 'data/XJTU data\\RW_battery-5.csv', 'data/XJTU data\\RW_battery-6.csv', 'data/XJTU data\\RW_battery-7.csv']
data path:
['data/XJTU data\\RW_battery-4.csv', 'data/XJTU data\\RW_battery-8.csv']
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.591455
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:001, data loss:0.226740
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.216017
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:002, data loss:0.075392
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.125952
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:003, data loss:0.111889
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.146841
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:004, data loss:0.086386
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.094310
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:005, data loss:0.020575
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.047268
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:006, data loss:0.031195
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.065345
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:007, data loss:0.049033
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.065722
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:008, data loss:0.013912
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.034555
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:009, data loss:0.018603
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.035104
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:010, data loss:0.031714
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.036034
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:011, data loss:0.006841
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.018702
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:012, data loss:0.004555
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.022812
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:013, data loss:0.010566
