data path:
['data/XJTU data\\2C_battery-1.csv', 'data/XJTU data\\2C_battery-2.csv', 'data/XJTU data\\2C_battery-3.csv', 'data/XJTU data\\2C_battery-5.csv', 'data/XJTU data\\2C_battery-6.csv', 'data/XJTU data\\2C_battery-7.csv']
data path:
['data/XJTU data\\2C_battery-4.csv', 'data/XJTU data\\2C_battery-8.csv']
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.003924
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:012, data loss:0.004756
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.002776
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:013, data loss:0.002240
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.002113
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:014, data loss:0.002480
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.001741
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:015, data loss:0.002067
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.001750
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:016, data loss:0.002437
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.001642
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:017, data loss:0.002344
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.001403
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:018, data loss:0.001969
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.001192
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:019, data loss:0.002323
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.001135
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:020, data loss:0.002394
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.001046
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:021, data loss:0.001928
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.001083
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:022, data loss:0.002378
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.001067
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:023, data loss:0.001832
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.001077
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:024, data loss:0.001623
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.000921
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:025, data loss:0.002148
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.000838
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:026, data loss:0.001973
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.000832
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:027, data loss:0.001521
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.000821
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:028, data loss:0.001096
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.000825
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:029, data loss:0.001770
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.000807
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:030, data loss:0.002308
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.000783
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:031, data loss:0.001960
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.000797
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:032, data loss:0.001034
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.000733
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:033, data loss:0.001142
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.000646
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:034, data loss:0.001459
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.000613
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:035, data loss:0.001368
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:036, data loss:0.000577
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:036, data loss:0.001024
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:037, data loss:0.000612
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:037, data loss:0.001183
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:038, data loss:0.000625
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:038, data loss:0.001104
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:039, data loss:0.000724
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:039, data loss:0.000923
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:040, data loss:0.000598
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:040, data loss:0.001038
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:041, data loss:0.000582
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:041, data loss:0.001173
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:042, data loss:0.000513
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:042, data loss:0.001027
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:043, data loss:0.000549
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:043, data loss:0.001079
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:044, data loss:0.000476
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:044, data loss:0.000920
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:045, data loss:0.000468
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:045, data loss:0.000942
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:046, data loss:0.000525
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:046, data loss:0.001072
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:047, data loss:0.000476
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:047, data loss:0.001081
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:048, data loss:0.000485
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:048, data loss:0.000935
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:049, data loss:0.000448
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:049, data loss:0.001075
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:050, data loss:0.000462
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:050, data loss:0.000974
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:051, data loss:0.000487
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:051, data loss:0.001028
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:052, data loss:0.000460
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:052, data loss:0.000720
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:053, data loss:0.000479
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:053, data loss:0.000800
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:054, data loss:0.000494
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:054, data loss:0.001170
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:055, data loss:0.000462
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:055, data loss:0.001532
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:056, data loss:0.000487
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:056, data loss:0.001126
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:057, data loss:0.000447
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:057, data loss:0.000953
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:058, data loss:0.000428
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:058, data loss:0.000889
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:059, data loss:0.000415
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:059, data loss:0.000551
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:060, data loss:0.000401
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:060, data loss:0.000553
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:061, data loss:0.000441
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:061, data loss:0.000531
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:062, data loss:0.000396
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:062, data loss:0.000477
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:063, data loss:0.000415
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:063, data loss:0.000738
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:064, data loss:0.000448
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:064, data loss:0.000649
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:065, data loss:0.000398
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:065, data loss:0.000848
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:066, data loss:0.000430
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:066, data loss:0.000803
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:067, data loss:0.000368
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:067, data loss:0.000990
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:068, data loss:0.000367
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:068, data loss:0.000708
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:069, data loss:0.000388
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:069, data loss:0.000853
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:070, data loss:0.000334
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:070, data loss:0.000701
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:071, data loss:0.000338
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:071, data loss:0.000530
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:072, data loss:0.000376
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:072, data loss:0.000587
2025-11-11 17:01 - function:train_one_epoch - INFO - [Train] epoch:073, data loss:0.000337
2025-11-11 17:01 - function:valid - INFO - [Valid] epoch:073, data loss:0.000701
