data path:
['data/XJTU data\\RW_battery-1.csv', 'data/XJTU data\\RW_battery-2.csv', 'data/XJTU data\\RW_battery-3.csv', 'data/XJTU data\\RW_battery-5.csv', 'data/XJTU data\\RW_battery-6.csv', 'data/XJTU data\\RW_battery-7.csv']
data path:
['data/XJTU data\\RW_battery-4.csv', 'data/XJTU data\\RW_battery-8.csv']
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.006372
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:016, data loss:0.006221
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.006055
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:017, data loss:0.005282
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.008777
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:018, data loss:0.003800
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.009090
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:019, data loss:0.003527
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.009922
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:020, data loss:0.005330
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.007049
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:021, data loss:0.007000
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.005708
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:022, data loss:0.004197
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.004388
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:023, data loss:0.001482
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.004925
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:024, data loss:0.001108
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.003784
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:025, data loss:0.003036
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.003261
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:026, data loss:0.007685
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.003938
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:027, data loss:0.008815
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.003613
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:028, data loss:0.004803
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.002553
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:029, data loss:0.001878
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.003204
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:030, data loss:0.002086
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.002630
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:031, data loss:0.004019
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.002067
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:032, data loss:0.004890
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.002600
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:033, data loss:0.003313
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.002221
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:034, data loss:0.001814
2025-11-11 17:02 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.002599
2025-11-11 17:02 - function:valid - INFO - [Valid] epoch:035, data loss:0.001935
